Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2020-183499,21/02/2020 14:32,Term 1,Violence,Regional North,Cessnock,Indecent Assault,,,A student has inappropriately touched another student over clothing. Executive staff were notified who contacted parents. Supports have been arranged for students. #### has been actioned.  #####.,1,On workplace grounds
S-2020-183511,21/02/2020 14:36,Term 1,Violence,Metropolitan South,Port Jackson,Assault,,,A student in a heightened state has assaulted staff in the xxxxx. Staff have sustained minor injuries but are shaken by the incident. The parent has been contacted and supports are currently being put in place for staff impacted by the incident.,1,On workplace grounds
S-2020-183638,21/02/2020 15:12,Term 1,Violence,Metropolitan North,Mount Druitt,Assault,,,"Executive staff reports that a student sustained injuries after an assault by another student on school grounds. First aid was administered. The injured student's parents were contacted who conveyed the injured student to hospital, xxxxx they xxxxx. The other student's parents were notified. The school is managing the incident.",1,On workplace grounds
S-2020-183691,21/02/2020 15:35,Term 1,Welfare,Metropolitan South,Marrickville,Student Welfare Concerns,Absconding / Missing Student,Assault,A student has assaulted another student on school ground then absconded from school grounds. Staff monitored the student. The student returned to school and was collected from school by the parent. Students were not injured. The school is managing the incident.,1,On workplace grounds
S-2020-183808,21/02/2020 16:15,Term 1,Violence,Regional North,Central Coast,Assault,,,"xxxxx students have been involved in a physical altercation on school grounds. One student has sustained minor injuries to the xxxxx. First Aid was administered. The incident was xxxxx by multiple employees and students . Executive staff were notified who contacted parents. The students were conveyed xxxxx, school advised injured students parents to seek  further medical attention and contact Police. Director will be notified and Media Unit will be contacted. Mandatory Reporting is currently being actioned.",1,On workplace grounds
S-2020-183968,24/02/2020 8:05,Term 1,Violence,Metropolitan South,Georges River,Assault,,Child Protection,"School reports concerns for the welfare of xxxxx students after allegations have been made of an incident which occurred at a xxxxx xxxxx, off school grounds, by a member of the community. Police have been contacted and are currently investigating. Director, Educational Leadership is aware. Supports are in place for the students.",1,Off site activity
S-2020-183969,24/02/2020 8:10,Term 1,Violence,Metropolitan South,Chullora,Indecent Assault,,,A student made inappropriate physical contact with another student on school grounds. Parents will be notified. #### guidelines have been followed and supports are in place. #####.,1,On workplace grounds
S-2020-184043,24/02/2020 9:34,Term 1,Violence,Metropolitan South & South West,Chipping Norton,Assault,,,"An employee sustained an injury on school grounds following an assault by a student who was in a heightened state. First aid administered, employee left school grounds to seek further medical treatment. Parents of the student contacted and collected the student. Supports are in place. Executive staff are aware. ",1,On workplace grounds
S-2020-184103,24/02/2020 10:02,Term 1,Welfare,Metropolitan North,Hornsby,Student Behaviour,,,Executive staff reporting student who was in a heightened state and injured another student within the school grounds. Student's parents were called and student was taken xxxxx. Parents sort further medical treatment for the injured student. School managing on a local level and all supports in place for students.,1,On workplace grounds
S-2020-184362,24/02/2020 12:46,Term 1,Emergency Situation,Metropolitan North,The Beaches,Severe Storm,,,A number of large branches had fallen from two trees due to a severe storm.  No damage reported.  The area has been secured and awaiting removal.,1,On workplace grounds
S-2020-184368,24/02/2020 12:49,Term 1,Violence,Regional South,Camden,Assault,,,A student has sustained an injury from being assaulted by another student using a weapon on school grounds. First aid was administered. Staff intervened. Parents will be contacted. The school is managing the incident. Executive staff aware.,1,On workplace grounds
S-2020-184377,24/02/2020 12:56,Term 1,Violence,Rural North,Lismore,Assault,,,xxxxx students have sustained minor injuries to the xxxxx as a result of a physical assault by one other student and a community member.  Executive staff were notified who contacted Police and Parents. Students were offered first aid but declined. Police attended the school and are investigating. Police have arranged xxxxx xxxxx of the school as a precaution. Mandatory reporting is currently being actioned and supports have been arranged for students.  Media unit and Director will be notified.,1,On workplace grounds
S-2020-184396,24/02/2020 13:05,Term 1,Welfare,Regional South,Wollongong North,Student Behaviour,,,An executive staff member reports a student has created an implement on school grounds. No threats made. No injuries sustained. Supports are in place for students involved. School continuing to manage.,1,On workplace grounds
S-2020-184447,24/02/2020 13:39,Term 1,Emergency Situation,Metropolitan North,Mount Druitt,Police Operation,,,"A police operation was conducted on school grounds, out of school hours. School operations were not impacted. Executive staff are aware. Media unit contacted. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2020-184500,24/02/2020 14:01,Term 1,Violence,Metropolitan North,The Beaches,Assault,,,A physical altercation between xxxxx students has occurred on school grounds. No first aid required. Parents contacted. One student has been picked up by a parent. School managing the matter. Executive staff aware.,1,On workplace grounds
S-2020-184586,24/02/2020 14:34,Term 1,Violence,Rural North,Western Plains,Assault,,,"An executive staff member reports a student has sustained injuries after being assaulted on school grounds. First aid administered, student conveyed to hospital via an ambulance for further treatment. Student's career notified. School continuing to manage.",1,On workplace grounds
S-2020-184637,24/02/2020 15:02,Term 1,Violence,Regional North,Cessnock,Assault,,,"Executive staff member reports xxxxx students were involved in a physical altercation that took place off school grounds over the xxxxx. Parents were contacted. Police have been contacted by one of the student's families. School is managing the matter. Mandatory reporting will be followed. Director, Educational Leadership will be made aware. The incident was filmed and Media Unit will be notified.",1,Off site activity
S-2020-184724,24/02/2020 15:37,Term 1,Violence,Metropolitan South & South West,Eastern Creek,Indecent Assault,,,An executive staff member reports allegations of a student indecently assaulting another student on school grounds. #### has been followed. The student's families have been notified. Supports are in place. Police will be notified. Executive staff are managing the matter.,1,On workplace grounds
S-2020-184834,24/02/2020 16:31,Term 1,Violence,Regional North,Tuggerah Lakes,Assault,,Threat / Intimidation / Offens. Conduct,An employee reports that a student has made a threat of xxxxx against another student following an assault that occurred over the xxxxx off school grounds. Police have been contacted. Supports will be organised. Executive staff are aware.,1,On workplace grounds
S-2020-184877,24/02/2020 16:53,Term 1,Violence,Rural South and West,Deniliquin,Assault,,,It is reported that a student has assaulted and threatened to further harm another student on school grounds. No physical injuries sustained. A student was impacted. An executive staff member is aware of the incident. School will report the incident to police. Supports are available.,1,On workplace grounds
S-2020-184947,24/02/2020 17:54,Term 1,Violence,Metropolitan North,The Ponds,Assault,,,"School reports an xxxxx has allegedly assaulted a student on school grounds. Incident has been referred to xxxxx. Director, Educational Leadership is aware. Media unit have been advised. Local police have been advised.",1,On workplace grounds
S-2020-185231,25/02/2020 10:45,Term 1,Violence,Regional South,Batemans Bay,Assault,,Child Protection,xxxxx students were involved in a physical altercation on school grounds. xxxxx students sustained an injury. School reports  welfare concerns for one of the students. An executive staff member is aware of the incident. Mandatory reporting has been followed. The school is managing the incident.,1,On workplace grounds
S-2020-185508,25/02/2020 13:13,Term 1,Violence,Metropolitan South & South West,Eastern Creek,Indecent Assault,,,"An executive staff member reports allegations of a student indecently assaulting another student on school grounds. Police to be contacted. Reporting guidelines to follow. Parents and carers to be notified. Supports are in place. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-185509,25/02/2020 13:14,Term 1,Emergency Situation,Metropolitan North,Hornsby,Utility Failure,,,"An employee has reported that the school's phone lines have been interrupted. The school remains operational. The service provider has advised that the phone line will be restored within XXXX, and temporary call diversion measures will be implemented in the meantime. Executive staff are aware and Director of Educational Leadership will be notified.",1,On workplace grounds
S-2020-185669,25/02/2020 14:29,Term 1,Violence,Metropolitan South & South West,Sutherland,Indecent Assault,,,"A police operation occurred on school grounds, as the result of an earlier incident which occurred at school. Support is in place.",1,On workplace grounds
S-2020-185780,25/02/2020 15:13,Term 1,Welfare,Rural North,Clarence Valley,Student Behaviour,,,A student accessed an xxxxx area of the school and refused to comply with staffs requests to xxxxx xxxxx.  Police were contacted and attended. The student xxxxx xxxxx without incident. Parents and Director of Educational Leadership  to be informed.,1,On workplace grounds
S-2020-185931,25/02/2020 15:57,Term 1,Welfare,Regional North,Central Coast,Student Behaviour,,,A student has absconded from xxxxx and xxxxx onto the xxxxx of a xxxxx on school grounds. Staff xxxxx xxxxx xxxxx the student who got down off the xxxxx. No physical injuries were sustained. The student xxxxx heightened. Police were called and attended. The student's family was contacted. An ambulance was called and conveyed the student to hospital. The school is managing the matter and supports are in place.,1,On workplace grounds
S-2020-185959,25/02/2020 16:08,Term 1,Violence,Metropolitan North,Mount Druitt,Allegations Of Sexual  Assault,,,School reports of student welfare concerns regarding allegations of ####  assault on site between students. Parents to be notified of the incident. Police will be contacted to investigate the matter. Supports are in place for students involved.,1,On workplace grounds
S-2020-185983,25/02/2020 16:14,Term 1,Welfare,Metropolitan South & South West,Liverpool,Attempted Suicide,,,Executive staff reporting a student has attempted to suicide during class. First aid administered. School contacted parents. School managing on a local level and all supports in place for students.,1,On workplace grounds
S-2020-186123,26/02/2020 8:06,Term 1,Welfare,Regional South,Lake Illawarra South,Attempted Suicide,,,Executive staff report concerns for the welfare of a student following an incident that occurred on school grounds. #### has been followed. No injuries were sustained. Supports are in place. Director Educational Leadership will be notified.,1,On workplace grounds
S-2020-186232,26/02/2020 9:57,Term 1,Welfare,Regional North and West,Coffs Harbour,Student Behaviour,,,Executive staff report student behaviour concerns on school grounds. No injuries. Police are investigating. Parents have been contacted. Mandatory reporting has been followed. Supports are in place.,1,On workplace grounds
S-2020-186299,26/02/2020 10:36,Term 1,Violence,Regional South,Wollongong,Indecent Assault,,,A student has reported that XXXX students at school have allegedly indecently assault XXXX on school grounds.  A further XXXX students have made comments of a inappropriate nature towards the student.  Supports in place. Police have been notified. Director of Educational has been notified.,1,On workplace grounds
S-2020-186368,26/02/2020 11:27,Term 1,Violence,Regional South,Camden,Allegations Of Sexual  Assault,,,A student has disclosed an allegation of ####  assault involving another student off school grounds. #### has been followed. Police have been contacted and have attended school. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2020-186626,26/02/2020 13:34,Term 1,Violence,Rural North,Grafton,Assault,,,"Executive staff member reports students involved in an altercation on school grounds which has continued from an incident that occurred xxxxx xxxxx xxxxx. Police contacted due the possibility of an altercation taking place after school. Staff member has been impacted. No injuries sustained.  Parents have been contacted. School is managing the matter. Director, Educational Leadership aware.",1,On workplace grounds
S-2020-186681,26/02/2020 13:51,Term 1,Emergency Situation,Regional North and West,Bathurst,Police Operation,,,"The school went into lock down due to a Police operation in the area. The Director, Educational Leadership was notified and the lockout was lifted after the police operation concluded. No staff or students were affected. School operations have resumed.",1,On workplace grounds
S-2020-186692,26/02/2020 13:55,Term 1,Violence,Regional North and West,Bathurst,Assault,,Possession of a Weapon,xxxxx students were involved in a physical altercation at an offsite school activity. One student was in possession of a weapon. No injuries were sustained and no first aid was required. The weapon was confiscated and executive staff were notified who contacted parents and the Police. Police are investigating. Media Unit and Director will be contacted and Supports are being arranged.,1,Off site activity
S-2020-186723,26/02/2020 14:08,Term 1,Violence,Connected Communities,Connected Communities Team 1,Assault,,Threat / Intimidation / Offens. Conduct,A student has xxxxx assaulted and threatened a student on school grounds. An employee has sustained an injury after intervening and supports are in place. One student absconded from school grounds.  Parents of both students contacted. Executive staff have confirmed that both students and families are seeking medical treatment at hospital. Police will be contacted and the school is managing matter.,1,On workplace grounds
S-2020-186726,26/02/2020 14:14,Term 1,Violence,Metropolitan North,The Beaches,Assault,,,"A student became heightened in a xxxxx and became verbally aggressive towards another student. Student escalated and became xxxxx aggressive. School contacted the police, ambulance and students parents. Police gave xxxxx for xxxxx to xxxxx xxxxx xxxxx xxxxx. All supports in place for staff and students affected",1,On workplace grounds
S-2020-186815,26/02/2020 14:40,Term 1,Emergency Situation,Regional North and West,Bathurst,Police Operation,,,"The school went into lockout due to a police operation in the area. The Director, Educational Leadership was notified and the lockout was lifted after the police operation concluded. No staff or students were affected. School operations have resumed.",1,On workplace grounds
S-2020-187070,26/02/2020 16:04,Term 1,Violence,Metropolitan North,The Ponds,Indecent Assault,,,A student has disclosed an allegation of indecent assault involving an employee and student during an offsite activity. The incident was witnessed by another student. Parents have been contacted. XXXX has been notified and appropriate advice has been provided. Supports are in place for students involved.,1,Excursion
S-2020-187441,27/02/2020 10:44,Term 1,Violence,Rural South and West,Temora,Assault,,,xxxxx students have been involved in a physical altercation on school grounds. Executive staff were notified who separated the students and contacted parents and Police. The altercation was filmed and has been xxxxx. Police are investigating. xxxxx students sustained minor injuries and received first aid. Internal notifications have been made and supports have been arranged.,1,On workplace grounds
S-2020-187494,27/02/2020 11:04,Term 1,Violence,Regional South,Yass,Assault,,,Student were involved in a physical altercation on the xxxxx where a student had sustained an injury to their back. An ambulance was called and conveyed student to hospital for medical treatment. Parents were notified of the incident. Internal stakeholders have been notified. Supports are in place for students involved.,1,On workplace grounds
S-2020-187639,27/02/2020 12:02,Term 1,Welfare,Metropolitan South & South West,Glenfield,Student Welfare Concerns,Absconding / Missing Student,,Police have reported to the school that a student has been reported missing by their family. The student has been absent from school for some time. Police are currently investigating the incident and school are managing the matter.  Executive staff aware.,1,On workplace grounds
S-2020-187720,27/02/2020 12:42,Term 1,Violence,Regional South,Wollongong,Allegations Of Sexual  Assault,,,"A parent has reported to the school an allegation of ####  assault by a staff member to a student. Police were called. The incident has been reported to EPAC. #### was followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-187767,27/02/2020 13:01,Term 1,Violence,Regional South,Wollongong,Assault,,,"A parent has reported to the school an allegation of physical assault by a xxxxx xxxxx to a student. Police were called. The incident has been reported to xxxxx. Mandatory reporting was followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-187805,27/02/2020 13:18,Term 1,Violence,Regional South,Lake Illawarra North,Assault,,Threat / Intimidation / Offens. Conduct,Executive staff report a student has verbally threatened and assaulted staff on school grounds. Parents and Emergency services contacted. Student went on to to threaten self harm. Ambulance arrived and student was released into the care of a parent. School will continue to manage the matter.,1,On workplace grounds
S-2020-187840,27/02/2020 13:35,Term 1,Welfare,Regional South,Wollondilly,Student Welfare Concerns,Absconding / Missing Student,,A student in a heightened state absconded from school grounds. There are immediate concerns for their welfare. The incident is being reported to police. The school will continue to try to contact the student?s parents.,1,On workplace grounds
S-2020-188014,27/02/2020 14:40,Term 1,Violence,Metropolitan South & South West,Eastern Creek,Assault,,,"One student assaulted another student, on school grounds, causing injuries. First aid was applied and the injured student was collected from school by their parent. The school is managing the matter locally. The matter will also be reported to police. Support is in place.",1,On workplace grounds
S-2020-188027,27/02/2020 14:48,Term 1,Welfare,Regional North,Callaghan,Self Harm,,,Executive staff reports welfare concern following an incident with a student and intimating behavior from a parent. Executive staff aware. All supports in place for student.,1,On workplace grounds
S-2020-188167,27/02/2020 15:36,Term 1,Welfare,Rural North,Western Plains,Attempted Suicide,,,"Executive staff reporting a student has attempted to suicide on school grounds which was witnessed by another student and staff member.  First aid wasn't required. Parents notified. Ambulance was called and student was transported to hospital for assessment. #### has been followed. Supports have been put in place. 
Director, Educational Leadership aware.",1,On workplace grounds
S-2020-188289,27/02/2020 16:12,Term 1,Violence,Regional North,Hawkesbury,Assault,,,"An Executive staff member and student sustained injuries following an assault by family members of a student on school grounds. Ambulance and Police contacted who attended. The student was conveyed to hospital by a family member. It is xxxxx the incident was filmed, Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2020-188323,27/02/2020 16:24,Term 1,Substances,Rural North,Armidale,Usage and Consumption of Substances,,Possession of a Weapon,"A student had consumed an illicit substance on school grounds. Police and Ambulance were contacted and attended the school. Students parents notified, and the student was conveyed to hospital for medical treatment. Internal Stakeholders have been notified. Supports will be put in place for student.",1,On workplace grounds
S-2020-188372,27/02/2020 16:44,Term 1,Violence,Connected Communities,Connected Communities Team 2,Assault,,,A student has assaulted a staff member on school grounds. The school is managing the matter. Supports are in place. School executive staff are aware.,1,On workplace grounds
S-2020-188386,27/02/2020 16:53,Term 1,Emergency Situation,Regional North,Lake Macquarie North,Utility Failure,,,Employee advises a utility failure on school grounds. Nil injuries sustained. The school is working with multiple parties to rectify the issue. Executive staff are aware.,1,On workplace grounds
S-2020-188467,28/02/2020 8:17,Term 1,Violence,Metropolitan South & South West,Bungarribee,Indecent Assault,,,A student allegedly indecently assaulted another student on school grounds. Parents have been contacted. Supports are in place. #####.,1,On workplace grounds
S-2020-188577,28/02/2020 9:36,Term 1,Welfare,Rural South and West,Orange,Student Behaviour,,Student Welfare Concerns,Employee reports a student xxxxx onto the xxxxx of a school xxxxx and jumped onto xxxxx xxxxx for xxxxx. Another student filmed the incident. The student was not injured. Parents were notified. Both students then absconded from school grounds. Parents notified the school that the students were collected outside of the school grounds. School is managing the matter. Executive staff are aware. Media Unit will be advised.,1,On workplace grounds
S-2020-188692,28/02/2020 10:28,Term 1,Violence,Metropolitan North,Ryde,Assault,,,"xxxxx students had a physical altercation in the school grounds, in the presents of other students. No injuries sustained. School contacted parents. School managing on a local level. All supports in place for students.",1,On workplace grounds
S-2020-188741,28/02/2020 10:53,Term 1,Violence,Regional North and West,Upper Hunter,Assault,,,"xxxxx students have been involved in a physical altercation on school grounds. xxxxx students sustained minor injuries and first aid was administered. Executive staff were notified who contacted parents and police.  Students were conveyed for further medical attention by parents. Internal notifications have been made and the Director,  Educational Leadership will be notified.",1,On workplace grounds
S-2020-188829,28/02/2020 11:33,Term 1,Violence,Regional North,Port Stephens,Assault,,,An employee has sustained an injury from a student on school grounds. First aid treatment has been sought. No further medical treatment was sought.  Supports are in place. The parents have been notified. The school is managing the incident. School executive staff are aware.,1,On workplace grounds
S-2020-188835,28/02/2020 11:35,Term 1,Welfare,Metropolitan North,Quakers Hill,Student Behaviour,,Malicious Damage,"A  student in a heightened state has caused damages to a xxxxx. The building was evacuated and placed into lockdown.  Executive staff were notified who contacted parents, Police and an ambulance. The student was conveyed to hospital for medical attention. The area has been cordoned off for safety purposes. Supports have been arranged for impacted students and employees. Internal notifications have been made.",1,On workplace grounds
S-2020-188838,28/02/2020 11:39,Term 1,Welfare,Regional South,Shoalhaven,Attempted Suicide,,,Employee reports a student has attempted suicide within the school grounds. School has contacted the ambulance and the students parents. All supports in place for student. Executive staff aware.,1,On workplace grounds
S-2020-188939,28/02/2020 12:31,Term 1,Emergency Situation,Metropolitan South & South West,St Andrews,Utility Failure,,,"An employee was impacted by a utility failure in one area of the school. No injuries were sustained. Employee remained in school. The school is managing the matter and remains fully operational. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-189047,28/02/2020 13:33,Term 1,Violence,Regional South,Camden,Indecent Assault,,,A student was allegedly indecently assaulted on school grounds. Support has been offered to the students and they are engaging in external support. Parents have been notified and director will be informed.,1,On workplace grounds
S-2020-189074,28/02/2020 13:47,Term 1,Violence,Rural North,Lennox Coast,Assault,,,"Executive staff report concerns following an incident where xxxxx students have been xxxxx assaulted on school grounds by another student. xxxxx students sustained injuries and first aid was administered. Parents of all students were contacted. All students xxxxx at school. Supports are in place mandatory reporting has been followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-189152,28/02/2020 14:20,Term 1,Violence,Rural South and West,Narrandera,Assault,,,"An executive staff member reports a student has been xxxxx assaulted by another student on school grounds. First aid was administered. Parents contacted and collected the students. The incident has been recorded by another student. Supports in place. Media Unit and Director, Educational Leadership will be notified. ",1,On workplace grounds
S-2020-189196,28/02/2020 14:30,Term 1,Violence,Metropolitan South,Port Jackson,Assault,,,"An executive staff member has reported an employee has seen footage on a student's xxxxx showing other students, in xxxxx xxxxx and involved in separate physical altercations both on and off school grounds, has been uploaded to a social media platform. Police have been contacted and are investigating. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-189216,28/02/2020 14:38,Term 1,Welfare,Regional North,Lake Macquarie North,Student Behaviour,,,An employee reports that a student in an escalated state has caused damage to school property and caused the school to go into lockdown for a xxxxx period of time. The student's carer and police were contacted and attended the school. The lockdown was lifted. No physical injuries were sustained. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2020-189275,28/02/2020 14:54,Term 1,Malicious Use of Technology,Metropolitan South & South West,Penrith,Nuisance Use of Technology,,,Executive staff reports students have posted inappropriate image of a student through technology. School has contacted the parents and and disciplinary action has been taken School managing on a local level and all supports in place for students.,1,On workplace grounds
S-2020-189328,28/02/2020 15:08,Term 1,Weapon,Regional North,Tuggerah Lakes,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"Executive staff report that a student has made a verbal threat to another student while in possession of a weapon on school grounds. No injures were sustained. Parents of both students have been contacted. Supports are in place. School is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-189362,28/02/2020 15:21,Term 1,Violence,Metropolitan South,Canterbury,Assault,,Possession of a Substance,Students were involved in a physical altercation off site due to an incident that had occurred on site in the xxxxx. No first aid was required. Police were contacted about the matter. Parents notified of the incident. School to investigate the matter and manage locally.,1,Off site activity
S-2020-189391,28/02/2020 15:30,Term 1,Violence,Rural South and West,Orange,Assault,,,A student has xxxxx assaulted another student on school grounds. Executive staff were notified who contacted parents and an ambulance. The student was conveyed to hospital for monitoring. Internal notifications have been made and supports will be arranged.,1,On workplace grounds
S-2020-189454,28/02/2020 15:45,Term 1,Violence,Regional North and West,Macquarie,Assault,,,A student has sustained an injury as a result of contact with xxxxx other students on school grounds. Parents were informed who conveyed the injured student to hospital. An executive staff member is aware of the incident. The school is managing the incident.  Parents of students involved have been informed.,1,On workplace grounds
S-2020-189467,28/02/2020 15:50,Term 1,Welfare,Rural South and West,Albury,Attempted Suicide,,,A student has attempted suicide with an implement on school grounds. Executive staff intervened. An employee was impacted after witnessing the incident. Parents were contacted. Supports are in place for the employee.,1,On workplace grounds
S-2020-189577,28/02/2020 16:20,Term 1,Welfare,Rural South and West,Mitchell,Student Welfare Concerns,Absconding / Missing Student,Threat / Intimidation / Offens. Conduct,"A student has used offensive language towards an executive staff member during class. The student's parents were contacted and attended school grounds. The student has then absconded from the school. Police were contacted and located the student. #### will be followed. Supports are in place and the school is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-189580,28/02/2020 16:21,Term 1,Welfare,Rural North,Northern Tablelands,Attempted Suicide,,,"Executive staff report that a student has attempted suicide on school grounds. No injuries were sustained. Students carer was notified and attended. Police and ambulance were contacted and conveyed the student to hospital. Supports are in place for the student and staff. #### has been followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-189838,2/03/2020 10:18,Term 1,Welfare,Regional South,Wollondilly,Student Behaviour,,,A student had come to school in a heightened state causing damage to school property and damage to a xxxxx of the xxxxx xxxxx. Emergency services were contacted. Student conveyed to hospital for a xxxxx xxxxx. Parents notified of the incident.,1,On workplace grounds
S-2020-189917,2/03/2020 11:17,Term 1,Weapon,Metropolitan North,Pittwater,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,Executive staff reports a student brought a weapon to school following an incident that happened off school grounds. Student had previously made verbal threats towards another student. School has contacted the parents. Nil injuries sustained. Weapon has been confiscated. Disciplinary action has been taken.  School managing on a local level and all supports in place for students.,1,On workplace grounds
S-2020-190009,2/03/2020 12:00,Term 1,Violence,Metropolitan South & South West,Glenfield,Allegations Of Sexual  Assault,,,Employee reports allegations of ####  assault to a student on school grounds. Parents are aware. #### has been followed. Police will be contacted. Executive staff are aware.,1,On workplace grounds
S-2020-190034,2/03/2020 12:08,Term 1,Welfare,Regional North and West,Hastings,Attempted Suicide,,,School reports of student welfare concerns following an incident that has occurred in the classroom. No injuries had been sustained by staff or student. Parents notified of the incident. Supports to be put in place for student.,1,On workplace grounds
S-2020-190197,2/03/2020 13:45,Term 1,Violence,Regional South,Wollondilly,Assault,,,"An employee reports that xxxxx students have been involved in a physical altercation on school grounds. No injuries were sustained. Parents were contacted and collected the students. Supports are in place. Altercation was filmed, media unit will be contacted. Executive staff are aware.",1,On workplace grounds
S-2020-190275,2/03/2020 14:17,Term 1,Welfare,Metropolitan North,Carlingford,Student Behaviour,,Assault,"A student in a heightened state became disruptive and violent while in xxxxx, therefore the class was evacuated. The student then assaulted staff, on school grounds. No physical injuries were sustained. The student was collected from school by their carer. The school is managing the matter locally. xxxxx details provided.",1,On workplace grounds
S-2020-190295,2/03/2020 14:31,Term 1,Violence,Regional North and West,Upper Hunter,Assault,,,School reports of a physical altercation between students. First aid was administered. Ambulance contacted and conveyed a student to hospital for medical treatment. Parents notified of the incident. Police contacted and will be investigating. Supports are in place for students involved.,1,On workplace grounds
S-2020-190384,2/03/2020 15:11,Term 1,Violence,Metropolitan South,Chullora,Assault,,,Employee reports multiple students have been involved in a physical altercation on school grounds. No injuries sustained. Parents have been notified. Executive staff are aware.,1,On workplace grounds
S-2020-190485,2/03/2020 15:57,Term 1,Violence,Rural South and West,Deniliquin,Assault,,,Students were involved in a physical altercation where an ambulance was required to transport a student to hospital for medical treatment. No first aid administered. Parents were notified of the incident. Police contacted and informed. Supports are in place for students involved.,1,On workplace grounds
S-2020-190518,2/03/2020 16:11,Term 1,Welfare,Rural North,Peel,Student Behaviour,,,An executive staff member has reported a case of student behaviour on school grounds. Police and ambulance called and attended the scene. The students carer was contacted. The student's xxxxx xxxxx was contacted and attended. The student went xxxxx with his carer. The school is managing the matter. Supports are in place. Mandatory reporting will be followed. School executive staff are aware.,1,On workplace grounds
S-2020-190682,3/03/2020 8:39,Term 1,Emergency Situation,Regional North,Mooney Mooney,Utility Failure,,,Executive staff member reports a utility failure to the school. Energy provider is currently working on rectifying the issue. The school is currently operational and the Director Educational Leadership is aware.,1,On workplace grounds
S-2020-190789,3/03/2020 9:58,Term 1,Violence,Regional North,Central Coast,Indecent Assault,,,Executive staff reports a student indecently assaulted another student on school grounds.  #### guidelines were followed. Parents contacted. Police called. Supports have been put in place. Director Educational Leadership is aware.,1,On workplace grounds
S-2020-190798,3/03/2020 10:02,Term 1,Welfare,Rural South and West,Albury,Student Behaviour,,,Employee reports students have absconded from school. Parents have been notified. Police will be notified. Executive staff are aware.,1,On workplace grounds
S-2020-190857,3/03/2020 10:32,Term 1,Violence,Metropolitan North,Gordon,Indecent Assault,,,Executive staff reports a student has been indecently assaulted during an off site activity. Parents and police contacted. Supports in place and school are managing the matter. Dir. Educational Leadership aware.,1,Off site activity
S-2020-190907,3/03/2020 11:04,Term 1,Violence,Metropolitan South,Girraween,Assault,,,A student has sustained an injury from  being xxxxx by another student on school grounds resulting in a xxxxx. First aid was administered. Medical treatment was received. Parents aware of the incident. The school is managing the incident. An executive staff member is aware of the incident.,1,On workplace grounds
S-2020-190975,3/03/2020 11:44,Term 1,Violence,Metropolitan South & South West,Sutherland,Indecent Assault,,,"Executive staff reports allegations of indecent assault involving an employee and XXXX students on school grounds. XXXX has been notified and the school will continue to investigate. Parents have been contacted. Supports are in place for students involved. Director, Educational Leadership was notified.",1,On workplace grounds
S-2020-191033,3/03/2020 12:19,Term 1,Violence,Regional South,Lake Illawarra South,Allegations Of Sexual  Assault,,,Executive staff reports allegations of ####  assault to a student off school grounds. Parents are aware. #### has been followed. Director Educational Leadership will be notified.,1,On workplace grounds
S-2020-191092,3/03/2020 12:46,Term 1,Emergency Situation,Metropolitan North,Pittwater,Utility Failure,,,Executive staff member reports of multiple incidents concerning loss of power throughout the day due to insufficient load capacity on school grounds. Asset management and Infrastructure NSW are aware. School remains operational.,1,On workplace grounds
S-2020-191257,3/03/2020 14:07,Term 1,Violence,Metropolitan North,Carlingford,Indecent Assault,,,A student had indecently assaulted other students on site. Parents had been informed of the incident. Supports are in place for students involved.,1,On workplace grounds
S-2020-191277,3/03/2020 14:13,Term 1,Substances,Regional North and West,Lithgow,Usage and Consumption of Substances,,,"An executive staff member has reported a student has ingested an unknown substance on school grounds. Emergency services and carer were contacted, attended and conveyed the student to hospital via ambulance. #### has been followed and support is in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-191469,3/03/2020 15:33,Term 1,Violence,Metropolitan South & South West,Bungarribee,Assault,,,Employee reports a student behaviour on school grounds. No injuries sustained. Parents will be notified. Executive staff are aware.,1,On workplace grounds
S-2020-191516,3/03/2020 15:47,Term 1,Welfare,Metropolitan South,Bondi,Student Welfare Concerns,Absconding / Missing Student,,Executive staff advises the school have been notified about a missing student. Parents are aware. Police investigations are continuing. Director Educational Leadership is aware.,1,On workplace grounds
